Journal	JournalFullName	ISSN	eISSN	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
EUR J OPER RES	EUROPEAN JOURNAL OF OPERATIONAL RESEARCH	0377-2217	1872-6860	0.448	0.413	0.456	0.49	0.494	0.553	0.605	0.828	0.824	0.918	1.096	1.627	2.093	2.159	1.815	2.038	1.843	2.358	2.679	3.297	3.428	3.806	4.213	5.334	6.363	6.4	6.4
INT J THEOR PHYS	INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS	0020-7748	1572-9575	0.448	0.455	0.474	0.598	0.52	0.655	0.476	0.531	0.411	0.389	0.489	0.675	0.688	0.67	0.845	1.086	1.186	1.184	1.041	0.964	0.968	1.121	1.347	1.708	1.308	1.4	1.4
J APPL STAT	JOURNAL OF APPLIED STATISTICS	0266-4763	1360-0532	0.448	0.316	0.257	0.206	0.296	0.265	0.597	0.665	0.306	0.48	0.222	0.28	0.407	0.306	0.405	0.449	0.453	0.417	0.419	0.664	0.699	0.767	1.031	1.404	1.416	1.5	1.5
BIOTECH HISTOCHEM	BIOTECHNIC & HISTOCHEMISTRY	1052-0295	1473-7760	0.447	0.638	0.714	0.605	0.614	0.762	0.4	0.484	0.69	0.553	1.286	0.848	0.667	1.015	1.1	1.063	1.0	1.444	1.078	1.041	1.074	0.948	1.203	1.718	1.834	1.6	1.6
HELMINTHOLOGIA	HELMINTHOLOGIA	0440-6605	1336-9083	0.447	0.397	0.514	0.526	0.793	0.646	0.474	0.365	0.48	0.5	0.373	0.443	0.951	0.847	0.773	0.783	0.776	0.678	0.602	0.472	0.417	0.731	0.674	1.184	1.176	1.0	1.0
J ANIM PHYSIOL AN N	JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION	0931-2439	1439-0396	0.447	0.607	0.442	0.354	0.418	0.707	0.766	0.772	0.809	1.075	0.911	1.171	1.229	1.106	0.855	1.254	1.317	1.406	1.212	1.244	1.607	1.703	1.597	2.13	2.718	2.7	2.7
J VIB ACOUST	JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME	1048-9002	1528-8927	0.447	0.497	0.411	0.416	0.514	0.324	0.476	0.694	0.383	0.565	0.553	0.728	0.708	0.39	1.022	1.268	1.147	1.128	1.169	1.692	1.777	1.929	2.343	1.583	1.701	1.7	1.7
ATOMIZATION SPRAY	ATOMIZATION AND SPRAYS	1044-5110	1936-2684	0.446	0.389	0.472	0.485	0.82	0.882	0.329	0.324	0.61	0.415	0.473	0.494	0.754	0.928	0.526	0.467	0.644	0.781	1.235	1.289	1.189	1.262	1.737	0.819	1.134	1.2	1.2
CLIN ANAT	CLINICAL ANATOMY	0897-3806	1098-2353	0.446	0.411	0.504	0.65	0.513	0.438	0.572	0.664	0.702	0.686	0.626	0.778	1.084	1.352	1.289	1.159	1.159	1.332	1.316	1.824	1.908	1.813	1.967	2.414	2.409	2.4	2.4
MINER ENG	MINERALS ENGINEERING	0892-6875	0892-6875	0.446	0.528	0.5	0.517	0.43	0.564	0.438	0.492	0.678	0.942	0.939	1.022	1.333	1.244	1.352	1.207	1.714	1.597	1.813	2.286	2.707	3.315	3.795	4.765	5.479	4.8	4.8
ANN ZOOL FENN	ANNALES ZOOLOGICI FENNICI	0003-455X	1797-2450	0.445	0.798	0.692	0.62	0.824	1.544	0.918	1.078	0.992	1.316	1.537	1.21	0.772	1.085	1.539	1.211	1.03	0.855	0.753	1.533	0.732	1.019	0.956	1.324	1.05	0.7	0.7
STOCH PROC APPL	STOCHASTIC PROCESSES AND THEIR APPLICATIONS	0304-4149	1879-209X	0.445	0.454	0.543	0.594	0.844	0.682	0.789	0.904	0.877	0.802	0.978	1.068	1.543	0.951	1.01	0.953	1.046	1.056	1.193	1.024	1.051	1.342	1.414	1.467	1.43	1.4	1.4
ACTA PHYSIOL PLANT	ACTA PHYSIOLOGIAE PLANTARUM	0137-5881	1861-1664	0.444	0.438	0.56	0.296	0.232	0.31	0.438	0.433	0.379	0.528	0.295	0.807	1.232	1.344	1.639	1.305	1.524	1.584	1.563	1.364	1.438	1.608	1.76	2.354	2.736	2.6	2.6
CAN J ANIM SCI	CANADIAN JOURNAL OF ANIMAL SCIENCE	0008-3984	1918-1825	0.444	0.55	0.634	0.701	0.575	0.417	0.65	0.61	0.643	0.767	0.68	0.659	0.66	0.927	0.77	0.956	0.983	1.081	0.724	0.827	0.657	0.85	0.834	1.015	1.077	1.0	1.0
CARBONATE EVAPORITE	CARBONATES AND EVAPORITES	0891-2556	1878-5212	0.444	0.367	0.245	0.25	0.167	0.125	0.357	0.522	0.12	0.29	0.194	0.321	0.32	0.389	0.27	0.458	0.308	0.375	0.44	0.632	0.947	0.881	1.415	1.3	1.492	1.4	1.4
CRETACEOUS RES	CRETACEOUS RESEARCH	0195-6671	1095-998X	0.444	0.556	0.925	0.593	0.795	0.532	0.816	0.588	0.981	0.933	1.045	0.938	1.221	1.706	1.537	1.63	2.39	1.904	2.196	2.015	1.928	2.12	1.854	2.176	2.432	2.1	2.1
EDUC PSYCHOL MEAS	EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT	0013-1644	1552-3888	0.444	0.618	0.623	0.608	0.789	1.661	0.815	0.756	0.773	0.921	0.831	0.872	0.633	0.831	1.158	1.07	1.167	1.154	1.485	1.548	1.663	2.051	1.941	2.821	3.088	2.7	2.7
J PARALLEL DISTR COM	JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING	0743-7315	1096-0848	0.444	0.576	0.59	0.603	0.353	0.342	0.604	0.729	0.9	0.43	0.574	1.168	1.135	1.078	0.859	1.011	1.011	1.179	1.32	1.93	1.815	1.819	2.296	3.734	4.542	3.8	3.8
J THERM STRESSES	JOURNAL OF THERMAL STRESSES	0149-5739	1521-074X	0.444	0.411	0.425	0.563	0.77	0.76	0.797	0.692	0.756	0.861	0.872	0.992	1.061	0.946	0.805	0.734	1.169	0.992	1.211	1.493	1.852	2.943	2.626	3.28	3.456	2.8	2.8
J ENVIRON SCI HEAL A	JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING	1093-4529	1532-4117	0.443	0.41	0.572	0.377	0.376	0.463	0.481	0.501	0.786	0.669	0.967	1.002	1.363	1.107	1.19	1.252	1.135	1.164	1.276	1.425	1.561	1.536	1.724	2.269	2.582	2.1	2.1
J FIRE SCI	JOURNAL OF FIRE SCIENCES	0734-9041	1530-8049	0.443	0.492	0.614	0.429	0.2	0.357	0.426	0.456	0.569	0.556	0.377	0.962	0.86	0.942	0.98	1.13	1.258	0.857	0.758	1.051	1.296	1.155	1.283	1.694	1.696	1.9	1.9
Q APPL MATH	QUARTERLY OF APPLIED MATHEMATICS	0033-569X	1552-4485	0.443	0.521	0.413	0.398	0.477	0.458	0.709	0.852	0.325	0.506	0.463	0.769	0.958	0.697	0.524	0.728	0.536	0.654	0.654	0.788	0.853	1.046	0.774	0.815	1.069	0.8	0.8
APPL MATH LETT	APPLIED MATHEMATICS LETTERS	0893-9659	1873-5452	0.442	0.353	0.42	0.367	0.353	0.43	0.395	0.414	0.345	0.546	0.699	0.948	0.978	1.155	1.371	1.501	1.48	1.337	1.659	2.233	2.462	3.487	3.848	4.055	4.294	3.7	3.7
ARCH APPL MECH	ARCHIVE OF APPLIED MECHANICS	0939-1533	1432-0681	0.442	0.557	0.347	0.505	0.906	0.538	0.568	0.514	0.5	0.59	0.523	0.825	0.993	0.853	0.95	1.035	1.438	1.114	1.103	1.49	1.467	1.578	1.374	1.976	2.467	2.8	2.8
ELECTROMAGNETICS	ELECTROMAGNETICS	0272-6343	1532-527X	0.442	0.763	0.493	0.441	0.478	0.39	0.549	0.415	0.512	0.595	0.688	0.792	0.612	0.844	0.789	0.729	0.765	0.261	0.333	0.516	0.457	0.609	0.553	1.099	1.042	0.8	0.8
ALCHERINGA	ALCHERINGA	0311-5518	1752-0754	0.441	0.514	0.738	0.705	0.356	0.292	0.525	0.552	0.49	0.469	0.488	0.512	0.851	1.578	0.926	1.171	0.899	1.117	1.196	1.216	1.033	1.022	1.258	1.398	1.395	1.3	1.3
AQUACULT ENG	AQUACULTURAL ENGINEERING	0144-8609	1873-5614	0.441	0.642	0.459	0.593	0.494	0.532	0.769	0.733	0.975	1.026	1.237	1.467	0.901	0.947	1.421	1.406	1.232	1.181	1.381	1.559	1.49	2.143	2.638	3.281	3.273	4.0	4.0
BUNSEKI KAGAKU	BUNSEKI KAGAKU	0525-1931	N/A	0.441	0.492	0.469	0.55	0.417	0.485	0.351	0.418	0.394	0.307	0.304	0.399	0.436	0.352	0.43	0.328	0.22	0.265	0.229	0.195	0.244	0.382	0.385	0.225	0.231	0.2	0.2
CAN VET J	CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE	0008-5286	0008-5286	0.441	0.401	0.798	0.732	0.464	0.742	0.472	0.518	0.529	0.606	0.866	0.855	0.882	0.984	1.063	0.767	0.474	0.516	0.639	0.518	0.558	0.532	0.627	1.008	1.075	1.0	1.0
ERGOD THEOR DYN SYST	ERGODIC THEORY AND DYNAMICAL SYSTEMS	0143-3857	1469-4417	0.441	0.386	0.378	0.644	0.902	0.785	0.657	0.484	0.73	0.691	0.645	0.781	0.822	0.795	0.702	0.865	0.713	0.778	0.983	0.937	0.96	0.94	1.211	1.202	1.066	0.9	0.9
J FOOD PROCESS PRES	JOURNAL OF FOOD PROCESSING AND PRESERVATION	0145-8892	1745-4549	0.441	0.239	0.366	0.294	0.273	0.438	0.283	0.234	0.358	0.188	0.389	0.313	0.421	0.523	0.553	0.45	0.938	1.159	0.894	0.791	1.51	1.288	1.405	2.19	2.609	2.5	2.5
AM J MATH	AMERICAN JOURNAL OF MATHEMATICS	0002-9327	1080-6377	0.44	1.053	0.663	0.823	0.883	0.722	0.962	0.938	0.978	0.933	0.989	1.316	1.337	1.17	1.057	1.35	1.649	1.181	1.118	1.056	1.38	1.527	1.711	2.2	1.835	1.7	1.7
CURR OPIN OBSTET GYN	CURRENT OPINION IN OBSTETRICS & GYNECOLOGY	1040-872X	1473-656X	0.44	0.556	0.922	1.387	1.108	1.403	1.594	2.0	2.238	1.634	1.766	2.276	2.491	2.325	2.378	2.637	2.37	2.067	2.134	2.416	2.821	2.411	2.227	1.927	2.211	2.1	2.1
FERROELECTRICS LETT	FERROELECTRICS LETTERS SECTION	0731-5171	1563-5228	0.44	0.435	0.517	0.531	0.274	0.568	0.556	0.48	0.292	0.467	0.394	0.375	0.733	1.0	0.931	0.613	0.455	0.581	0.6	0.267	0.531	0.563	0.556	0.96	0.5	0.4	0.4
MEM I OSWALDO CRUZ	MEMORIAS DO INSTITUTO OSWALDO CRUZ	0074-0276	1678-8060	0.44	0.474	0.636	0.542	0.643	0.635	0.688	0.74	0.847	1.208	1.225	1.45	2.097	2.058	2.147	1.363	1.566	1.592	1.789	2.605	2.833	2.368	2.07	2.743	2.747	2.8	2.8
PROG CRYST GROWTH CH	PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS	0960-8974	1878-4208	0.44	0.388	0.81	1.364	0.618	0.7	0.469	0.531	0.526	1.467	1.091	2.129	9.25	6.75	5.75	1.6	1.476	3.579	4.75	3.4	3.147	3.872	6.0	8.0	4.077	5.1	5.1
FOLIA PRIMATOL	FOLIA PRIMATOLOGICA	0015-5713	1421-9980	0.439	0.773	0.551	0.926	0.773	0.729	0.818	0.913	0.76	0.904	1.06	1.548	1.157	1.311	1.0	1.037	0.731	0.889	0.778	0.737	1.193	1.061	1.148	1.246	1.38	1.9	1.9
J ASTROPHYS ASTRON	JOURNAL OF ASTROPHYSICS AND ASTRONOMY	0250-6335	0973-7758	0.439	0.111	0.286	0.625	0.175	0.277	0.264	0.415	0.7	0.818	0.439	0.667	0.58	0.531	0.4	0.336	0.5	0.711	0.329	0.394	0.849	1.217	1.273	1.27	1.61	1.1	1.1
UNDERSEA HYPERBAR M	UNDERSEA AND HYPERBARIC MEDICINE	1066-2936	N/A	0.439	0.277	0.597	0.544	0.528	0.451	0.5	0.837	0.809	0.597	0.659	0.855	1.046	0.694	0.797	0.586	0.722	0.768	0.973	0.895	0.636	0.822	0.748	0.698	1.143	0.9	0.9
ANN PURE APPL LOGIC	ANNALS OF PURE AND APPLIED LOGIC	0168-0072	1873-2461	0.438	0.406	0.426	0.465	0.519	0.574	0.553	0.509	0.476	0.582	0.613	0.551	0.667	0.646	0.45	0.504	0.451	0.548	0.582	0.647	1.0	0.829	0.752	0.678	0.776	0.8	0.8
APPL THERM ENG	APPLIED THERMAL ENGINEERING	1359-4311	1873-5606	0.438	0.43	0.276	0.33	0.476	0.493	0.675	0.596	0.777	0.814	0.868	1.349	1.922	1.826	2.064	2.127	2.624	2.739	3.043	3.356	3.771	4.026	4.725	5.295	6.465	6.4	6.4
AUST NZ J OBSTET GYN	AUSTRALIAN & NEW ZEALAND JOURNAL OF OBSTETRICS & GYNAECOLOGY	0004-8666	1479-828X	0.437	0.494	0.421	0.523	0.59	0.608	0.601	0.435	0.854	0.835	0.833	1.139	1.316	1.184	1.237	1.298	1.62	1.51	1.738	1.607	1.766	1.455	1.644	2.1	1.884	1.7	1.7
J ANAL MATH	JOURNAL D ANALYSE MATHEMATIQUE	0021-7670	1565-8538	0.437	0.736	0.256	0.531	0.568	0.695	0.552	0.634	0.506	0.405	0.438	0.675	0.633	1.027	0.783	0.836	0.838	0.977	1.054	1.071	0.592	0.718	0.949	1.135	1.132	1.0	1.0
J ANIM BREED GENET	JOURNAL OF ANIMAL BREEDING AND GENETICS	0931-2668	1439-0388	0.437	0.564	0.527	0.633	0.736	0.795	0.634	0.856	0.838	1.009	1.038	1.077	1.706	1.574	1.455	1.654	2.059	1.566	1.745	1.877	1.941	1.633	1.822	2.38	3.271	2.6	2.6
J NUCL SCI TECHNOL	JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY	0022-3131	1881-1248	0.437	0.439	0.496	0.397	0.468	0.572	0.679	0.953	0.653	0.637	0.497	0.628	0.472	0.4	0.707	1.033	1.452	1.118	1.202	0.965	0.774	1.246	1.564	1.599	1.126	1.2	1.2
BIOCHEMISTRY-MOSCOW+	BIOCHEMISTRY-MOSCOW	0006-2979	1608-3040	0.436	0.619	0.876	1.05	0.762	1.056	1.17	1.058	0.858	1.368	1.476	1.038	1.327	1.402	1.058	1.149	1.353	1.303	1.421	1.537	1.724	1.886	1.978	2.487	2.824	2.8	2.8
CYTOTECHNOLOGY	CYTOTECHNOLOGY	0920-9069	1573-0778	0.436	0.616	0.883	0.925	0.703	0.449	0.347	0.438	0.45	0.464	0.589	0.875	0.977	1.277	1.207	1.315	1.449	1.752	1.864	1.857	1.461	1.672	1.777	2.058	2.04	2.2	2.2
INT J WILDLAND FIRE	INTERNATIONAL JOURNAL OF WILDLAND FIRE	1049-8001	1448-5516	0.435	0.679	0.264	0.4	0.571	0.492	1.212	1.262	1.81	1.679	1.695	1.432	1.901	2.215	2.231	2.322	2.506	2.429	2.078	2.748	2.445	2.656	2.627	3.2	3.398	3.1	3.1
INT J FATIGUE	INTERNATIONAL JOURNAL OF FATIGUE	0142-1123	1879-3452	0.433	0.439	0.726	0.525	0.957	0.705	1.014	0.874	1.18	1.02	1.117	1.556	1.602	1.806	1.546	1.976	1.694	2.275	2.162	2.899	3.132	3.673	4.369	5.186	5.489	6.0	6.0
GENET RESOUR CROP EV	GENETIC RESOURCES AND CROP EVOLUTION	0925-9864	1573-5109	0.432	0.456	0.578	0.587	0.619	0.579	0.573	1.461	0.631	0.569	0.731	0.967	1.238	1.538	1.554	1.593	1.482	1.461	1.258	1.294	1.13	1.296	1.071	1.524	1.876	2.0	2.0
GYNECOL OBSTET INVES	GYNECOLOGIC AND OBSTETRIC INVESTIGATION	0378-7346	1423-002X	0.432	0.431	0.465	0.662	0.884	0.728	0.812	0.867	0.81	0.874	1.157	1.417	1.045	1.031	1.276	1.103	1.251	1.696	1.672	1.415	1.183	1.302	1.281	2.031	2.729	2.1	2.1
OPTOMETRY VISION SCI	OPTOMETRY AND VISION SCIENCE	1040-5488	1538-9235	0.432	0.482	0.914	1.015	1.151	1.16	1.038	1.36	1.569	1.371	1.638	1.579	1.53	1.628	2.108	1.895	2.038	1.603	1.442	1.409	1.499	1.577	1.458	1.973	2.106	1.4	1.4
SIGNAL PROCESS	SIGNAL PROCESSING	0165-1684	1872-7557	0.432	0.482	0.702	0.685	0.488	0.536	0.569	0.592	0.694	0.669	0.737	1.256	1.135	1.373	1.503	1.851	2.238	2.209	2.063	3.11	3.47	4.086	4.384	4.662	4.729	4.4	4.4
J CLIN PHARM THER	JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS	0269-4727	1365-2710	0.431	0.529	0.409	0.902	1.245	1.324	1.157	0.984	1.164	0.966	1.364	1.755	1.671	1.649	1.57	2.104	1.533	1.668	1.833	1.679	1.661	2.167	1.833	2.512	2.145	2.0	2.0
J PESTIC SCI	JOURNAL OF PESTICIDE SCIENCE	1348-589X	1349-0923	0.431	0.405	0.661	0.533	0.419	0.231	0.42	0.405	0.5	0.548	0.694	0.769	0.869	0.5	0.635	0.691	0.508	0.722	0.843	0.762	1.017	1.415	1.101	1.519	2.529	2.4	2.4
MATH INTELL	MATHEMATICAL INTELLIGENCER	0343-6993	1866-7414	0.431	0.529	0.528	0.647	0.39	0.561	0.191	0.465	0.243	0.333	0.429	0.344	0.483	0.59	0.2	0.543	0.32	0.295	0.234	0.236	0.233	0.125	0.397	0.387	0.357	0.4	0.4
SCIENTIST	SCIENTIST	0890-3670	1547-0806	0.431	0.352	0.541	0.347	0.457	0.365	0.284	0.247	0.356	0.296	0.322	0.353	0.31	0.252	0.51	0.387	0.351	0.505	0.369	0.325	0.537	0.493	0.939	0.853	1.717	1.8	1.8
COMMUN SOIL SCI PLAN	COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS	0010-3624	1532-2416	0.43	0.466	0.392	0.363	0.323	0.487	0.366	0.355	0.442	0.302	0.462	0.357	0.397	0.432	0.506	0.42	0.423	0.39	0.529	0.589	0.54	0.687	0.767	1.327	1.58	1.8	1.8
ARCH ORTHOP TRAUM SU	ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY	0936-8051	1434-3916	0.429	0.353	0.362	0.507	0.502	0.508	0.502	0.579	0.678	0.793	0.913	0.965	1.117	1.196	1.369	1.358	1.31	1.597	1.496	1.942	1.967	1.973	2.021	3.067	2.928	2.3	2.3
MINER PETROL	MINERALOGY AND PETROLOGY	0930-0708	1438-1168	0.429	0.47	0.675	0.566	0.654	0.912	1.086	0.82	0.831	1.038	0.907	1.511	1.012	1.287	1.278	1.681	1.598	1.349	1.18	1.236	1.664	1.573	1.461	1.708	2.011	1.8	1.8
J GEODESY	JOURNAL OF GEODESY	0949-7714	1432-1394	0.427	0.308	0.714	0.603	0.96	0.726	0.983	0.732	1.205	1.21	1.636	1.689	2.429	1.88	2.414	2.808	3.917	2.699	2.486	2.949	4.633	4.528	4.806	4.26	4.809	4.4	4.4
APPL MATH OPT	APPLIED MATHEMATICS AND OPTIMIZATION	0095-4616	1432-0606	0.426	0.477	0.639	0.667	0.707	1.045	0.694	0.39	0.63	0.561	0.873	0.667	0.757	0.881	0.952	0.859	0.681	0.591	1.366	1.236	1.175	1.895	2.369	3.582	2.194	1.8	1.8
AQUAT LIVING RESOUR	AQUATIC LIVING RESOURCES	0990-7440	1765-2952	0.426	0.847	0.809	0.942	0.411	0.526	0.768	0.935	0.905	1.247	0.831	0.667	1.227	1.062	1.152	1.071	0.919	1.014	1.327	0.448	0.525	0.864	1.026	1.885	1.592	1.1	1.1
CHEM ENG TECHNOL	CHEMICAL ENGINEERING & TECHNOLOGY	0930-7516	1521-4125	0.426	0.222	0.467	0.384	0.444	0.425	0.542	0.791	0.678	0.94	1.223	0.923	1.266	1.394	1.598	1.366	2.175	2.442	2.385	2.051	1.588	2.418	3.742	1.728	2.215	2.1	2.1
J THERMOPHYS HEAT TR	JOURNAL OF THERMOPHYSICS AND HEAT TRANSFER	0887-8722	1533-6808	0.426	0.497	0.538	0.549	0.881	1.052	0.844	0.551	0.665	0.805	0.57	0.647	0.687	0.823	0.739	0.881	0.871	0.833	1.035	1.315	1.085	1.051	1.307	1.711	1.642	2.1	2.1
P ROY SOC EDINB A	PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS	0308-2105	1473-7124	0.426	0.403	0.353	0.483	0.441	0.537	0.623	0.487	0.531	0.684	0.529	0.77	0.694	0.669	0.679	0.637	0.777	1.009	0.983	1.158	0.889	1.045	1.009	1.319	1.327	1.3	1.3
ZH OBSHCH BIOL	ZHURNAL OBSHCHEI BIOLOGII	0044-4596	0044-4596	0.426	0.25	0.272	0.19	0.103	0.262	0.475	0.416	0.414	0.391	0.338	0.262	0.377	0.351	0.254	0.355	0.119	0.159	0.206	0.313	0.212	0.339	0.606	0.465	0.306	0.4	0.4
INT J MACH TOOL MANU	INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE	0890-6955	1879-2170	0.425	0.258	0.306	0.388	0.526	0.668	0.712	1.183	1.057	1.184	1.12	1.576	1.956	1.919	2.169	2.262	2.743	3.037	3.315	3.995	5.106	6.039	8.019	7.88	10.331	14.0	14.0
J INTEL MAT SYST STR	JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES	1045-389X	1530-8138	0.425	0.402	0.18	0.205	0.8	0.8	0.615	0.647	1.076	1.276	1.61	1.293	1.177	1.604	1.953	1.523	2.172	2.072	1.975	2.255	2.211	2.582	2.41	2.569	2.774	2.7	2.7
REAL-TIME SYST	REAL-TIME SYSTEMS	0922-6443	1573-1383	0.425	0.578	0.277	0.356	0.605	0.778	0.463	0.905	0.667	0.556	0.56	1.145	1.2	0.796	0.738	0.55	0.614	1.0	0.738	2.2	1.595	1.717	1.66	1.267	1.865	1.3	1.3
J INVEST ALLERG CLIN	JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY	1018-9068	1698-0808	0.424	0.417	0.418	0.537	0.6	0.604	0.67	0.624	0.857	1.028	1.254	1.254	1.189	1.489	2.269	1.887	2.642	2.596	2.131	3.094	3.457	3.802	3.488	4.333	8.185	7.2	7.2
ACM T DATABASE SYST	ACM TRANSACTIONS ON DATABASE SYSTEMS	0362-5915	1557-4644	0.423	1.125	1.318	1.0	1.2	0.875	1.957	1.846	1.833	2.143	2.078	1.613	1.245	1.216	1.0	0.887	0.75	0.684	0.633	1.517	1.0	1.9	2.927	1.086	1.629	1.8	1.8
CONTRIB ZOOL	CONTRIBUTIONS TO ZOOLOGY	1383-4517	1875-9866	0.423	0.652	0.652	0.737	0.543	0.9	0.727	0.538	0.69	0.815	1.207	1.333	1.244	1.118	1.231	2.452	2.029	1.656	1.844	1.972	1.641	2.139	1.242	2.839	2.75	2.2	2.2
FUSION ENG DES	FUSION ENGINEERING AND DESIGN	0920-3796	1873-7196	0.423	0.511	0.395	0.702	0.444	0.792	0.753	0.644	0.981	0.598	1.058	0.828	1.122	1.143	1.49	0.842	1.149	1.152	1.301	1.319	1.437	1.457	1.692	1.453	1.905	1.7	1.7
SOL ENERGY	SOLAR ENERGY	0038-092X	1471-1257	0.423	0.443	0.38	0.551	0.789	0.955	1.108	0.658	0.868	1.431	1.519	1.607	2.011	2.172	2.475	2.952	3.541	3.469	3.685	4.018	4.374	4.674	4.608	5.742	7.188	6.7	6.7
J FRESHWATER ECOL	JOURNAL OF FRESHWATER ECOLOGY	0270-5060	2156-6941	0.422	0.323	0.339	0.217	0.216	0.351	0.409	0.374	0.604	0.376	0.452	0.331	0.476	0.399	0.435	0.394	0.593	0.65	0.72	0.942	0.979	0.93	1.239	1.132	1.634	1.3	1.3
NEUROCOMPUTING	NEUROCOMPUTING	0925-2312	1872-8286	0.422	0.453	0.36	0.636	0.534	0.62	0.592	0.641	0.79	0.86	0.865	1.234	1.44	1.442	1.58	1.634	2.005	2.083	2.392	3.317	3.241	4.072	4.438	5.719	5.779	6.0	6.0
NEUROPHYSIOL CLIN	NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY	0987-7053	1769-7131	0.422	0.369	0.532	0.516	1.033	1.524	0.783	0.729	2.017	0.957	0.649	1.16	1.169	1.693	1.98	2.553	1.463	1.238	1.479	1.593	2.045	2.167	2.553	3.734	3.1	3.0	3.0
IEEE T ELECTROMAGN C	IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY	0018-9375	1558-187X	0.421	0.38	0.483	0.404	0.468	0.649	0.809	0.774	0.873	0.77	0.835	1.083	1.294	0.808	1.178	1.327	1.351	1.297	1.146	1.658	1.52	2.274	1.882	2.006	2.036	2.1	2.1
J SPORT MED PHYS FIT	JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS	0022-4707	1827-1928	0.42	0.535	0.5	0.445	0.519	0.634	0.5	0.68	0.856	0.568	0.514	0.695	0.757	0.923	0.847	0.73	0.757	0.972	1.111	1.215	1.12	1.302	1.432	1.637	1.669	1.7	1.7
J SPORT MED PHYS FIT	JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS	0022-4707	1827-1928	0.42	0.535	0.5	0.445	0.519	0.634	0.5	0.68	0.856	0.568	0.514	0.695	0.757	0.923	0.847	0.73	0.757	0.972	1.111	1.215	1.12	1.302	1.432	1.637	1.669	1.7	1.7
INT J HUM-COMPUT INT	INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION	1044-7318	1532-7590	0.419	0.267	0.268	0.529	0.359	0.63	0.652	0.141	0.521	0.431	0.381	0.321	0.587	0.681	0.949	1.131	0.723	0.85	1.26	1.118	1.259	1.354	1.713	3.353	4.92	4.7	4.7
NEW ZEAL J BOT	NEW ZEALAND JOURNAL OF BOTANY	0028-825X	1175-8643	0.418	0.685	1.009	0.886	0.814	0.941	0.738	0.569	0.814	0.563	0.859	0.685	0.831	0.846	0.745	0.622	0.625	0.698	0.806	1.0	0.963	1.118	0.761	1.173	1.016	0.9	0.9
ORL J OTO-RHINO-LARY	ORL-JOURNAL FOR OTO-RHINO-LARYNGOLOGY HEAD AND NECK SURGERY	0301-1569	1423-0275	0.418	0.435	0.454	0.624	0.734	0.783	0.675	0.616	0.492	0.704	0.757	1.024	1.0	0.84	0.914	1.099	0.667	0.88	1.0	1.055	1.012	1.052	1.08	1.538	1.919	1.3	1.3
COMPUT OPER RES	COMPUTERS & OPERATIONS RESEARCH	0305-0548	1873-765X	0.417	0.246	0.317	0.337	0.375	0.446	0.486	0.562	0.746	0.893	1.147	1.366	2.116	1.769	1.72	1.909	1.718	1.861	1.988	2.6	2.962	3.002	3.424	4.008	5.159	4.6	4.6
J PROPUL POWER	JOURNAL OF PROPULSION AND POWER	0748-4658	1533-3876	0.417	0.388	0.435	0.269	0.418	0.374	0.493	0.517	0.788	0.674	0.611	0.891	0.884	0.854	0.761	0.717	0.612	0.873	1.134	1.144	1.362	1.803	1.94	1.5	2.005	1.9	1.9
SPEECH COMMUN	SPEECH COMMUNICATION	0167-6393	1872-7182	0.417	0.442	0.482	0.552	0.446	0.465	0.672	0.709	1.178	0.678	0.69	1.229	1.196	1.012	1.267	1.283	1.548	1.256	1.038	1.768	1.585	1.661	1.417	2.017	2.723	3.2	3.2
