# t (s)	mx ()	my ()	mz ()	B_excit (T)	mx01 (T)	my01 (T)	mz01 (T)	mx02 (T)	mx03 (T)	mx04 (T)	mx05 (T)	mx06 (T)	mx07 (T)	mx08 (T)	mx09 (T)	mx10 (T)	mx11 (T)	mx12 (T)	mx13 (T)	mx14 (T)	mx15 (T)	mx16 (T)	mx17 (T)	mx18 (T)	mx19 (T)	mx20 (T)	mx21 (T)	mx22 (T)	mx23 (T)	mx24 (T)	mx25 (T)	mx26 (T)	mx27 (T)	mx28 (T)	mx29 (T)	mx30 (T)	mx31 (T)	mx32 (T)	mx33 (T)	mx34 (T)	mx35 (T)	mx36 (T)	mx37 (T)	mx38 (T)	mx39 (T)	mx40 (T)	mx41 (T)	mx42 (T)	mx43 (T)	mx44 (T)	mx45 (T)	mx46 (T)	mx47 (T)	mx48 (T)	mx49 (T)	mx50 (T)	mx51 (T)	mx52 (T)	mx53 (T)	mx54 (T)	mx55 (T)	mx56 (T)	mx57 (T)	mx58 (T)	mx59 (T)	mx60 (T)	mx61 (T)
2.0620397995396636e-09	0.09875633	0.957714	3.83967e-06	-0.0009993981	0.10177139	0.95745194	0.002607312	0.093011	0.098173484	0.108309	0.10876366	0.100793384	0.09721237	0.10305053	0.10933928	0.10688067	0.10023832	0.099640794	0.10572378	0.10957595	0.10535643	0.099248886	0.10167013	0.109142266	0.10857909	0.10171786	0.10018984	0.10540421	0.10942035	0.10579155	0.10113638	0.101871796	0.10659133	0.10875082	0.10466692	0.10099474	0.10350647	0.10737202	0.10628983	0.102793895	0.10264201	0.10526834	0.106352516	0.10491617	0.103280164	0.10305949	0.103788175	0.10432706	0.10417961	0.103576794	0.10299154	0.10270757	0.10272404	0.10284555	0.10283797	0.102555394	0.10198583	0.10120462	0.10029437	0.09930879	0.09819374	0.096821696	0.09498804	0.09242032	0.08874395	0.08345805	0.075758494
2.070615558775471e-09	0.09874941	0.957725	-1.2028818e-05	-0.00081855885	0.107657544	0.95725185	0.0020203316	0.09637561	0.09469183	0.104078464	0.1100647	0.105015166	0.09798948	0.099543676	0.1070915	0.10917367	0.10331121	0.09892189	0.10243855	0.1086389	0.10832935	0.10156042	0.0991886	0.10612585	0.11005395	0.104891226	0.100017264	0.10245617	0.10831446	0.10819993	0.103028215	0.10083229	0.10408109	0.10850269	0.10715013	0.102159806	0.10175816	0.10595308	0.107386425	0.10427534	0.10223498	0.103985235	0.106123015	0.10579919	0.10407958	0.103122294	0.103413686	0.10407044	0.1042727	0.10388245	0.10324313	0.102735974	0.10253275	0.102562405	0.1026122	0.102475114	0.10204851	0.101341404	0.10041799	0.09935503	0.09813903	0.09667882	0.094790526	0.0922058	0.08854369	0.08329246	0.07563882
2.0813137790351414e-09	0.09869095	0.95773786	-2.5424542e-05	-0.00015168305	0.11120277	0.9570624	0.0002013821	0.10342747	0.094718866	0.09824601	0.107727684	0.10911803	0.101920746	0.09761494	0.102579795	0.109028615	0.10742295	0.100931935	0.09947194	0.105163656	0.10974001	0.105867945	0.09914799	0.10168436	0.10880191	0.10854068	0.10231585	0.10020478	0.10500618	0.10917165	0.1062159	0.10165095	0.1014789	0.10614805	0.108787484	0.10502964	0.101276934	0.10344575	0.107165076	0.10628353	0.10300934	0.10269054	0.10498401	0.10619448	0.105200514	0.103729665	0.10325394	0.103672065	0.10415263	0.10414304	0.10365271	0.103007674	0.1025229	0.1023174	0.10229461	0.10224916	0.10199473	0.10143956	0.10058276	0.099488944	0.09817563	0.09659714	0.09460818	0.09196203	0.08828344	0.08305472	0.0754532
2.0919828099868614e-09	0.09860962	0.9577416	-2.4042532e-05	0.0006069007	0.10863663	0.9570853	-0.0017408881	0.10949956	0.099407114	0.09515836	0.102473244	0.10962441	0.10678695	0.0993973	0.09883358	0.105736546	0.1094721	0.10491719	0.09940288	0.101189844	0.10787772	0.10924476	0.10238411	0.09901022	0.10500521	0.109742366	0.1060128	0.10069841	0.101571456	0.10738568	0.10851694	0.10426573	0.10086912	0.102974236	0.107908905	0.10775826	0.10297278	0.10163448	0.10531853	0.10730065	0.10476975	0.10246861	0.10353025	0.10561133	0.10590786	0.10466352	0.10356618	0.103422634	0.10385517	0.10416351	0.10398941	0.10342368	0.1027715	0.102294326	0.10206394	0.101967886	0.101806864	0.10140961	0.10068702	0.099647745	0.09830447	0.09663975	0.09454749	0.091814816	0.08808637	0.08284992	0.075279154
2.1005039454903068e-09	0.09856044	0.95774084	-1.2315632e-05	0.00096210884	0.10314519	0.9572273	-0.0025670843	0.11106704	0.10462153	0.096010916	0.09832682	0.10715063	0.109331	0.10280104	0.0979852	0.10216892	0.10870874	0.10789015	0.10152468	0.09929409	0.104742154	0.109861724	0.10600502	0.09927197	0.10170213	0.10838163	0.10846484	0.10286161	0.100182615	0.104668416	0.10874058	0.10661721	0.10205845	0.10116022	0.10572185	0.108651094	0.10524489	0.10152328	0.10341022	0.10691898	0.10618756	0.10320149	0.10271331	0.10463175	0.10589968	0.105333924	0.10409445	0.10346069	0.10361651	0.10401257	0.104105346	0.10373871	0.103091724	0.10245339	0.10201582	0.10178334	0.1016072	0.101293676	0.10069115	0.099745005	0.09843658	0.09674922	0.09459831	0.09179864	0.08801724	0.08275396	0.07518513
2.111133209351769e-09	0.098549664	0.95773804	8.4395815e-06	0.0008651911	0.0955239	0.9574337	-0.0021645855	0.10791302	0.10960989	0.10064999	0.09587964	0.10205153	0.10920399	0.107327394	0.10013642	0.098848775	0.105238006	0.10942898	0.10554187	0.09971069	0.100770704	0.107670106	0.10946747	0.10240262	0.0993299	0.10468431	0.10933085	0.10635759	0.10098298	0.10142918	0.10683489	0.108426765	0.10484071	0.10091392	0.10255794	0.10754575	0.10773262	0.103181325	0.10174907	0.10515431	0.107050456	0.104818836	0.10263489	0.10333079	0.10515336	0.10569816	0.10484241	0.10383023	0.103484824	0.103722215	0.10401965	0.10397023	0.10350392	0.102813296	0.1021597	0.10169305	0.10138501	0.10108101	0.100591116	0.099785045	0.09858168	0.096935384	0.09476551	0.091911145	0.08806698	0.08275371	0.07515775
2.1217557027452088e-09	0.098600216	0.95772934	2.4525452e-05	0.00024218208	0.09137229	0.9575848	-0.00044874832	0.10103014	0.110144354	0.10650092	0.09774863	0.097657375	0.10558941	0.10960685	0.10451164	0.09862935	0.1010162	0.10775421	0.108775064	0.1028762	0.09896491	0.1035272	0.10984278	0.106782965	0.10011048	0.10095611	0.10732819	0.108767174	0.103978276	0.10019791	0.10361038	0.10803569	0.10747516	0.10291309	0.10071125	0.104655795	0.10836582	0.10584811	0.101867825	0.102980986	0.1064043	0.10630285	0.10363393	0.10261971	0.10395686	0.10533889	0.10532289	0.10440319	0.10363575	0.10348935	0.10374762	0.10394386	0.10377109	0.103216544	0.10248459	0.10180562	0.10128814	0.10087931	0.10041418	0.09972148	0.09865432	0.09711356	0.09499377	0.09213706	0.08825558	0.082890354	0.07524229
2.13024584453073e-09	0.09866649	0.95771945	2.7465654e-05	-0.00038529487	0.09235314	0.9576327	0.0011785302	0.09563574	0.10704064	0.10962631	0.101656035	0.09650135	0.10161639	0.1088186	0.10781987	0.10084464	0.09886032	0.10472306	0.109423816	0.10613472	0.09987515	0.10047754	0.10771956	0.1093831	0.102704756	0.09951777	0.104420476	0.10891564	0.10670601	0.1012081	0.10138319	0.10624071	0.108415075	0.10531002	0.10096254	0.10223372	0.10717744	0.10757613	0.10327313	0.10186549	0.1049992	0.10676236	0.10484034	0.10276826	0.103098884	0.1046151	0.10531396	0.1048107	0.103931226	0.10344652	0.10350082	0.103754595	0.10380497	0.1034589	0.10279328	0.10202511	0.10134172	0.10079055	0.10026978	0.09961525	0.09864407	0.09720962	0.09517058	0.0923533	0.08847093	0.083075196	0.075378194
2.1408608215181402e-09	0.09874179	0.9577147	1.6951099e-05	-0.00093053747	0.09831821	0.95755327	0.0024930977	0.09247272	0.10071768	0.10960034	0.1070484	0.09874413	0.097824	0.1050765	0.10960235	0.10518086	0.09908548	0.1007468	0.107387505	0.109065175	0.103371836	0.098910056	0.103421465	0.10984515	0.1067472	0.10053523	0.10100484	0.106803775	0.108792186	0.10427699	0.10046245	0.103237346	0.10757721	0.10778178	0.10323423	0.10062524	0.10429866	0.10804469	0.10577394	0.10200757	0.10300221	0.10609499	0.106109776	0.10377161	0.102638416	0.10353484	0.10476904	0.10500812	0.10436039	0.10360844	0.10329789	0.10341489	0.10361602	0.10355689	0.10311044	0.10237797	0.10156552	0.100823484	0.10015846	0.09946657	0.098558545	0.09724305	0.09532668	0.09259796	0.08875293	0.08334439	0.07559354
2.1514758247233635e-09	0.098769	0.95772463	-3.117512e-06	-0.0009108598	0.10602457	0.95732343	0.0022937343	0.09495073	0.095312364	0.105355576	0.10993979	0.10370362	0.097426236	0.10046625	0.10785246	0.10875267	0.10234219	0.098813966	0.10341874	0.10913275	0.10744824	0.100634575	0.09977804	0.10704422	0.10941056	0.10395655	0.09976298	0.10338673	0.10833056	0.10751089	0.10208367	0.1010509	0.10504293	0.10834711	0.106301345	0.101452865	0.10154862	0.106340885	0.10761052	0.10376934	0.101881154	0.10441187	0.10640031	0.105130404	0.10308164	0.1027814	0.10386	0.104719386	0.10462178	0.10392287	0.10330712	0.103120826	0.1032626	0.10339562	0.103230044	0.10268704	0.10188888	0.10101875	0.10018153	0.09936995	0.098437406	0.09718222	0.095370464	0.092744626	0.088967934	0.08357886	0.07579843
2.1621017953576506e-09	0.098733306	0.9577381	-2.0957512e-05	-0.0003374279	0.11079888	0.95709544	0.0007026951	0.1015712	0.094104305	0.09946102	0.108573325	0.10837118	0.100668445	0.097774826	0.103642024	0.1093836	0.106652156	0.100121155	0.099924654	0.10628603	0.10965113	0.104629315	0.09897443	0.10269094	0.10912417	0.10766952	0.10146369	0.100698315	0.105662264	0.108926274	0.10526904	0.10098933	0.102295294	0.10672088	0.10830514	0.104198895	0.100635454	0.10345567	0.10756709	0.106085114	0.1023611	0.102698326	0.105494834	0.10605393	0.104193844	0.10276099	0.103028536	0.10403172	0.10452745	0.10420173	0.103512615	0.10301031	0.10290808	0.103046276	0.10309885	0.10282363	0.10218686	0.10131251	0.10034835	0.09938136	0.09834276	0.09706303	0.09529668	0.09274992	0.08904813	0.08370402	0.07592799
2.170605670709122e-09	0.09867323	0.95774275	-2.641192e-05	0.00029264705	0.11044108	0.95704573	-0.0009367031	0.10716846	0.096771	0.09598576	0.104894355	0.10992267	0.10461531	0.09817047	0.100216955	0.10743809	0.109064355	0.10304506	0.09895653	0.103018045	0.10911355	0.107861996	0.10075712	0.09989572	0.10683698	0.109311365	0.10429276	0.10020271	0.10302179	0.10813691	0.10763192	0.10256435	0.101042315	0.10448803	0.10830715	0.10665508	0.101679675	0.101496756	0.1060912	0.10734012	0.10376493	0.10202766	0.104225695	0.10608339	0.10515405	0.10330622	0.10271822	0.10340109	0.10418035	0.10426835	0.103732355	0.10308365	0.102731764	0.10273249	0.102844305	0.102762565	0.10232148	0.101542756	0.10055073	0.09947725	0.09832104	0.096963085	0.0951752	0.09265228	0.08899559	0.083694756	0.07594625
2.1812486833136665e-09	0.09859624	0.95774204	-1.9089204e-05	0.00089096144	0.104998946	0.9571673	-0.002395531	0.11095376	0.10295211	0.09541824	0.09942434	0.108126365	0.10872308	0.1016	0.09805631	0.103194796	0.10922678	0.107186794	0.10066892	0.099771895	0.105918385	0.10989901	0.10487598	0.09906441	0.10286032	0.10870309	0.10783292	0.1019851	0.10075472	0.105310164	0.10882179	0.10559659	0.10143004	0.10193398	0.106354386	0.10847409	0.10454893	0.100799814	0.10336349	0.107281506	0.10590548	0.10253038	0.102743626	0.10518757	0.10586643	0.10439332	0.10296379	0.10284642	0.10355473	0.10407473	0.103926286	0.10331813	0.10271953	0.102438584	0.102448896	0.10249199	0.1022936	0.101722956	0.100807585	0.09967267	0.09837757	0.09687747	0.09499477	0.0924391	0.08880041	0.08354559	0.0758517
2.19190525036403e-09	0.09855847	0.9577385	-9.571595e-07	0.0009453441	0.09724944	0.95736897	-0.0023909858	0.10912869	0.10870738	0.09925606	0.09611813	0.10331606	0.10961073	0.106263205	0.0993969	0.09941304	0.106216684	0.1094957	0.10458143	0.09927937	0.10180161	0.108622365	0.10873413	0.10157152	0.09991743	0.10562627	0.10935827	0.10538136	0.1008429	0.10215204	0.1074372	0.108086765	0.10372782	0.101025164	0.10343016	0.10793756	0.1074717	0.10245633	0.10127227	0.105430745	0.107213154	0.10424036	0.10222088	0.10375257	0.105658785	0.1053736	0.10380317	0.102833316	0.10300602	0.10363322	0.10390172	0.10357028	0.102918416	0.10236388	0.102122255	0.10210674	0.10204973	0.10170519	0.10096506	0.0998761	0.09850496	0.09686464	0.09484279	0.09219305	0.08852078	0.083286196	0.07565192
2.2004445720417264e-09	0.0985713	0.9577325	1.39090635e-05	0.0005603419	0.09260089	0.9575067	-0.0012983904	0.104264796	0.1105644	0.10399633	0.09647964	0.0992622	0.107539766	0.10895574	0.102503635	0.09832998	0.102722116	0.108987406	0.10770607	0.101163425	0.099541225	0.10566616	0.11003369	0.104992405	0.09957368	0.102639824	0.10844997	0.107883655	0.10261299	0.10071586	0.10502292	0.10862636	0.106063254	0.101873085	0.10159419	0.10601282	0.108608596	0.10486334	0.10102118	0.10338441	0.10704078	0.10580232	0.102765426	0.102788925	0.10487972	0.105704255	0.10462447	0.1032565	0.10283072	0.10323973	0.10370573	0.103677616	0.10315134	0.10247793	0.10200337	0.10181993	0.10175513	0.10153783	0.10096284	0.09998056	0.098618545	0.096905746	0.094775125	0.09202688	0.08829622	0.08305295	0.07545615
2.2111414168901967e-09	0.09863077	0.9577194	2.3552011e-05	-0.00021014622	0.091752805	0.95760345	0.00073033187	0.09706736	0.10822977	0.1089581	0.1004725	0.09657468	0.102790594	0.109281614	0.10693295	0.10010903	0.099260956	0.105708934	0.109580204	0.105181985	0.09945783	0.10144595	0.10859772	0.108825356	0.101901405	0.10015635	0.10527611	0.109121844	0.10583128	0.10118014	0.10197321	0.107116	0.10815127	0.104364105	0.10107751	0.10300754	0.10779064	0.10766893	0.10273646	0.1014901	0.10535888	0.10697192	0.1043457	0.10244517	0.10360803	0.105346456	0.105382815	0.10413095	0.10307635	0.10292424	0.1033345	0.10361818	0.10339805	0.10276774	0.10207944	0.10161112	0.101382084	0.10119324	0.100781046	0.09997569	0.09871246	0.09699181	0.094773754	0.091911934	0.08809054	0.08280813	0.07523207
2.221853693573405e-09	0.0987017	0.9577108	1.8452196e-05	-0.0008517997	0.096770406	0.95756274	0.0023148207	0.092793874	0.10219871	0.11003639	0.10600702	0.09800718	0.098432474	0.10612684	0.1094277	0.10424298	0.09876755	0.101453595	0.108168915	0.10870048	0.1023897	0.099067844	0.104663886	0.11000272	0.105884686	0.10040347	0.10176245	0.107597426	0.10833733	0.1037671	0.100664966	0.10410553	0.108170524	0.10702754	0.10273122	0.10107879	0.105046436	0.1086192	0.105708435	0.101498894	0.103051595	0.10658003	0.10602156	0.10326645	0.10271929	0.10433589	0.10546475	0.104975425	0.103757426	0.10299417	0.103018634	0.10337232	0.1034724	0.10307741	0.10235734	0.10164314	0.101143196	0.1008202	0.100452304	0.09980105	0.09869691	0.097065784	0.09484892	0.09192701	0.088028565	0.08269034	0.07510028
2.2304278978493017e-09	0.09873669	0.9577151	5.9625427e-06	-0.000995482	0.10302119	0.95740926	0.0025748312	0.09337616	0.09719877	0.10754464	0.109225586	0.10160727	0.09710717	0.102348305	0.10892849	0.10753441	0.10078839	0.09914785	0.10518157	0.109631404	0.10574677	0.09954264	0.101307526	0.108491205	0.10860244	0.102509774	0.100200415	0.104972966	0.108770095	0.106296636	0.101460345	0.10187559	0.10662753	0.108202994	0.10495318	0.10113499	0.10260888	0.107576	0.10774697	0.10298981	0.10176415	0.10524107	0.10671593	0.10447577	0.102675	0.103442766	0.10499328	0.10532528	0.10440911	0.103350006	0.102946684	0.10313479	0.10338019	0.10323412	0.10263502	0.1018316	0.10111701	0.10060119	0.100162126	0.09956946	0.09859211	0.09708221	0.09493487	0.09202354	0.08809604	0.082716696	0.075093985
2.241145740297e-09	0.09873198	0.9577292	-1.1550138e-05	-0.0006190995	0.109563746	0.9571566	0.0014672308	0.09872999	0.09399475	0.101850785	0.10964538	0.10682551	0.099028744	0.09851514	0.10550865	0.1094872	0.10500897	0.09915321	0.10105816	0.10781192	0.10904307	0.10279038	0.0990055	0.10453465	0.10963402	0.10616521	0.10078701	0.10166343	0.107065514	0.108410664	0.10419111	0.10078432	0.10372245	0.10775234	0.107438244	0.10312446	0.10085471	0.10469607	0.10849708	0.10577739	0.10177617	0.10315399	0.10629423	0.10591911	0.103511296	0.10277512	0.104004316	0.105151355	0.10501276	0.10401777	0.10316791	0.10294508	0.10313873	0.10324118	0.10291382	0.10217855	0.101300135	0.10052142	0.09988514	0.09925258	0.09837554	0.097029224	0.095029935	0.09220621	0.08829933	0.08289182	0.07521486
2.251861387053497e-09	0.09868111	0.95773876	-2.0664134e-05	0.000139885	0.11098283	0.95703256	-0.00054926815	0.10599622	0.09591112	0.09664228	0.10594682	0.10982175	0.103701904	0.097847275	0.10103078	0.1080041	0.10862324	0.102261685	0.09888361	0.10380967	0.10948126	0.10703085	0.1000496	0.10060199	0.10752597	0.10884937	0.10371026	0.10023862	0.10389624	0.108236894	0.10717473	0.10214739	0.10140601	0.105485424	0.10824537	0.10601114	0.10147386	0.10178896	0.106828086	0.107934035	0.103609435	0.10186467	0.10469202	0.10646005	0.1048693	0.10297228	0.10309993	0.10439103	0.1050867	0.10462872	0.103666365	0.10300522	0.10290231	0.103056684	0.10300364	0.10250205	0.10164468	0.10068714	0.09981084	0.09902475	0.098141514	0.0969096	0.09507344	0.09239167	0.088565	0.08316762	0.075440824
2.260429618483394e-09	0.09863087	0.95774	-1.774883e-05	0.00070779695	0.10770687	0.9570943	-0.001978098	0.110137746	0.10042802	0.095055655	0.10150162	0.10929575	0.10748772	0.0999551	0.098564446	0.104906715	0.10952315	0.10571672	0.09952725	0.10068976	0.107505955	0.10936175	0.10292934	0.099113315	0.10441302	0.1091431	0.106513515	0.101097725	0.10160279	0.10650026	0.10847032	0.10445857	0.100972876	0.10325282	0.10733853	0.10776617	0.10343458	0.100691244	0.104387976	0.1082178	0.10567081	0.10202934	0.10320868	0.1059715	0.10578518	0.103706285	0.1027955	0.10362503	0.10471237	0.104855485	0.104113646	0.1032467	0.10282438	0.10284787	0.10291819	0.10264843	0.10193937	0.10095738	0.09992891	0.09897867	0.098010965	0.096800745	0.09506201	0.09249777	0.0887604	0.083398074	0.07564729
2.2711410423104562e-09	0.098592296	0.9577387	-3.4754216e-06	0.0009997309	0.100225545	0.9572902	-0.002604105	0.110539556	0.106864676	0.0973315	0.09696658	0.10533154	0.10981224	0.104527034	0.098478645	0.10066212	0.107581	0.10898614	0.10290362	0.098924264	0.10338498	0.10944854	0.107225366	0.10025134	0.10076667	0.10699503	0.10879033	0.1040724	0.10051816	0.1034522	0.10791753	0.10732962	0.102495454	0.10133586	0.10485529	0.10816974	0.10641017	0.10155785	0.1015488	0.10651428	0.107615486	0.10368035	0.10209068	0.104493424	0.10611945	0.10489866	0.10312966	0.10290697	0.10388921	0.104663745	0.104489714	0.10368215	0.10293619	0.10264363	0.10267676	0.102633476	0.10220397	0.101356074	0.10026113	0.09912836	0.0979904	0.09670762	0.09500612	0.09254459	0.08891431	0.08361589	0.07586377
2.2818524011176044e-09	0.09860454	0.9577342	1.3541125e-05	0.0006742718	0.09338415	0.9574847	-0.0016210886	0.10556668	0.11046376	0.102891855	0.09612413	0.100077	0.10820644	0.108565606	0.10167789	0.09844189	0.10346011	0.10924799	0.107115105	0.100478455	0.09983196	0.10644412	0.109817244	0.10396019	0.099460125	0.10334726	0.10848265	0.10734081	0.10197811	0.10115943	0.105392456	0.10850533	0.10537038	0.10142706	0.102291144	0.10645967	0.10824369	0.10430678	0.10058634	0.103525385	0.10767464	0.105954714	0.10245691	0.10290863	0.105357684	0.10572461	0.10406364	0.10281638	0.10307132	0.1040142	0.10445914	0.10405368	0.103240296	0.102618836	0.102419965	0.10242946	0.10226149	0.10167567	0.10068313	0.099470034	0.09815832	0.09671897	0.0949441	0.092495136	0.0889254	0.0836881	0.075965054
2.2904265217489768e-09	0.09864764	0.95772564	2.1481466e-05	9.336853e-05	0.0912994	0.9575884	-5.733557e-05	0.09970359	0.1097054	0.10741227	0.09855424	0.09714475	0.10468282	0.10967876	0.1053254	0.09910846	0.10030469	0.107117414	0.1093028	0.10353553	0.098932475	0.10301005	0.10952111	0.10728172	0.10068836	0.10085558	0.10646849	0.10876814	0.10441703	0.10082734	0.10299843	0.10768979	0.10744052	0.102957524	0.10121879	0.104256	0.10810439	0.10670952	0.101630695	0.10145253	0.10622437	0.107234016	0.103729606	0.102242716	0.104226984	0.1057568	0.10488279	0.1032452	0.102715954	0.10336546	0.10411349	0.10415397	0.10351902	0.102749996	0.10230245	0.10220704	0.10215075	0.101790234	0.10097831	0.099804886	0.098403804	0.096820295	0.09492177	0.092408605	0.08883287	0.08362364	0.07593734
2.301149225494236e-09	0.09871425	0.9577146	1.8543213e-05	-0.00065559335	0.09429184	0.95761	0.0018500891	0.09382888	0.10470439	0.11020251	0.103897706	0.09697074	0.09977523	0.10768738	0.108876646	0.102562435	0.0985946	0.10292806	0.10911939	0.1076413	0.100851595	0.099644125	0.10637637	0.10975028	0.104246065	0.09989899	0.103044465	0.10816034	0.107454896	0.10249378	0.101075	0.10504089	0.108369604	0.105721846	0.101758316	0.101856045	0.106049955	0.10839032	0.10451652	0.100644484	0.10343311	0.107238896	0.10572069	0.102626756	0.10287231	0.10495895	0.10548078	0.10415422	0.10284836	0.10273601	0.10343045	0.10393976	0.10374133	0.1030314	0.102334805	0.101979904	0.10188521	0.10171838	0.10117538	0.100169376	0.09876291	0.0970387	0.09495353	0.0922879	0.088632815	0.08341678	0.07577658
2.3118927492921783e-09	0.098753296	0.95771605	2.8464628e-06	-0.0009989521	0.1016065	0.95746404	0.002609864	0.0928982	0.098201	0.108298585	0.10866431	0.10066018	0.09714614	0.10317675	0.10929898	0.106872246	0.10027301	0.09950849	0.105888434	0.10969545	0.10497775	0.09920393	0.10204183	0.10900298	0.10794884	0.101830415	0.10057633	0.10537004	0.10871698	0.1054691	0.10135699	0.102196746	0.10696384	0.10783843	0.10401909	0.101151995	0.103165	0.10769694	0.10742431	0.102265306	0.10119874	0.10542742	0.10695089	0.10413382	0.10235969	0.10367212	0.10526762	0.104981594	0.10354201	0.10261105	0.10277871	0.10341496	0.10368274	0.103289	0.1025436	0.10191543	0.101606615	0.10145376	0.10111575	0.10034143	0.09905197	0.09728672	0.09504884	0.09220368	0.08841383	0.083143	0.07553089
2.3204959322605223e-09	0.09874399	0.95772666	-1.2714859e-05	-0.00082370656	0.10753804	0.9572608	0.0020363976	0.09624338	0.094666444	0.1040935	0.11000122	0.1049105	0.097865924	0.09962221	0.10711597	0.10912009	0.10341682	0.09881539	0.102428705	0.108922206	0.10815761	0.10123493	0.099547036	0.10632127	0.10945762	0.10470296	0.1003536	0.102734916	0.107858814	0.10757084	0.103074804	0.10100496	0.10471441	0.10814155	0.10617173	0.10211681	0.10146086	0.10569819	0.10850386	0.10468919	0.1008273	0.103366196	0.10677922	0.10553237	0.10281507	0.10280879	0.10456108	0.10524599	0.1042514	0.10293809	0.10251126	0.102928706	0.1034175	0.10336394	0.10275756	0.102001786	0.10146497	0.10118471	0.10089785	0.10028622	0.09914789	0.097437076	0.095145576	0.09218529	0.088281155	0.082943775	0.07533258
2.3312650201760775e-09	0.09868339	0.95773923	-2.5653511e-05	-0.0001553158	0.11116	0.9570649	0.00021632016	0.10336114	0.09465526	0.09823877	0.10768627	0.109069556	0.10182147	0.09758349	0.10264676	0.10895772	0.10754174	0.1009586	0.09929661	0.10542548	0.1098848	0.10546099	0.09928275	0.10209541	0.10857386	0.10807264	0.10241941	0.100659125	0.105031796	0.10848569	0.10596766	0.101626925	0.102002956	0.10656824	0.107929274	0.10460228	0.10115797	0.10272867	0.1075876	0.10752935	0.102443166	0.10139503	0.10515977	0.106571876	0.10419657	0.10250445	0.10343567	0.10490269	0.1049132	0.10370839	0.10265626	0.102496676	0.10292814	0.10322021	0.102945715	0.10222207	0.10145062	0.10089962	0.10050651	0.09998996	0.09904296	0.0974871	0.095240735	0.09222354	0.08821728	0.08279587	0.0751587
2.3420348336190974e-09	0.098601244	0.95774245	-2.3659744e-05	0.00061001355	0.10859503	0.95708317	-0.0017372881	0.10951386	0.09940289	0.09514221	0.10241159	0.10957647	0.10676866	0.09932564	0.09888579	0.10567603	0.109492265	0.10509635	0.099278085	0.10122824	0.108173475	0.109081216	0.10224933	0.09936755	0.10523694	0.10925664	0.105842516	0.10106284	0.10199519	0.107022285	0.10802974	0.1041171	0.10100255	0.103798315	0.10769017	0.10707353	0.10295315	0.10097188	0.1047923	0.10849303	0.10540308	0.101296425	0.10293909	0.1061839	0.10566219	0.1032387	0.10268098	0.10400696	0.10497997	0.10449064	0.10327306	0.10248133	0.10249411	0.102859244	0.10292764	0.10243583	0.101597145	0.10077442	0.1001309	0.09954571	0.09871098	0.097343706	0.09525128	0.092299335	0.08827877	0.08280695	0.075125374
2.3506523282812876e-09	0.09855297	0.95774126	-1.139961e-05	0.0009650991	0.10304922	0.9572234	-0.002559951	0.111067556	0.10469849	0.096049935	0.098262325	0.10704835	0.109336786	0.10277682	0.098022915	0.10213064	0.10860432	0.10810606	0.101580344	0.09916309	0.10498073	0.109969	0.10575477	0.099477515	0.102167286	0.10808627	0.10813961	0.103030324	0.10073643	0.10471003	0.10821315	0.10640774	0.101903744	0.10189511	0.106115334	0.10802772	0.10516933	0.10119874	0.10238996	0.107446976	0.10749471	0.10271627	0.101698495	0.10494129	0.1062534	0.104308024	0.102682404	0.103242986	0.10456364	0.10483498	0.10390686	0.10280485	0.10235204	0.10252828	0.10274716	0.10250666	0.10176267	0.1008118	0.09993913	0.0991955	0.09835507	0.09710746	0.09517688	0.09235372	0.08839563	0.08292605	0.07520958
2.361412876378443e-09	0.09854554	0.9577375	9.750582e-06	0.00085442595	0.095399655	0.9574276	-0.0021245035	0.10777971	0.10970883	0.100811906	0.09589946	0.101885155	0.10913278	0.10737676	0.100195386	0.098869935	0.10502347	0.10951481	0.10581932	0.09956638	0.10081529	0.10796388	0.109261654	0.102418005	0.09981485	0.10477421	0.10896152	0.10625112	0.10144148	0.10192256	0.10651507	0.10815755	0.10453156	0.10118096	0.10343467	0.107360944	0.10749479	0.10333226	0.10077431	0.10457515	0.10836027	0.10547625	0.101710655	0.10303411	0.1058446	0.10556262	0.103468284	0.10271844	0.10370941	0.104715295	0.10453009	0.1034783	0.10253624	0.102249734	0.10239854	0.10240918	0.10191721	0.10098333	0.09990074	0.0989028	0.09793512	0.096742325	0.09499286	0.09237591	0.088568516	0.08315988	0.07541842
2.3700159500612478e-09	0.098585606	0.9577303	2.3375766e-05	0.00036700614	0.09172934	0.9575521	-0.00077982247	0.102274984	0.11045151	0.10563317	0.09720341	0.0981972	0.106329575	0.10945888	0.10366917	0.09848489	0.10159607	0.1082085	0.10860951	0.10211611	0.09899481	0.10464622	0.10999163	0.105851196	0.10002986	0.10196532	0.10765513	0.10818655	0.10351874	0.10089012	0.10428364	0.10801472	0.10676698	0.1022321	0.10177004	0.10561117	0.10812935	0.10565943	0.10121732	0.1021888	0.10729362	0.10737929	0.1030261	0.10201108	0.104741886	0.106003016	0.10443978	0.10285776	0.103077374	0.104223154	0.1046849	0.10402303	0.102935985	0.10224319	0.10213608	0.1022033	0.101934575	0.10114984	0.10002368	0.09885084	0.09772025	0.096479885	0.094810784	0.09234382	0.08868022	0.08335509	0.07561694
